player_id,goals,assists,minutes_played,minutes_per_g_a
346567,0,3,538,179.33
346779,7,3,1669,166.9
346890,1,0,592,592.0
347253,4,0,1364,341.0
353366,0,1,1215,1215.0
354361,5,3,2232,279.0
357003,0,1,223,223.0
357164,5,5,1570,157.0
357498,9,1,1456,145.6
357992,0,8,2068,258.5
358008,1,2,1620,540.0
358166,2,2,418,104.5
360518,1,3,1677,419.25
361068,3,2,1169,233.8
364133,3,0,990,330.0
364135,15,2,1998,117.53
365108,5,2,1435,205.0
367992,1,0,926,926.0
368482,7,4,1080,98.18
370846,5,3,1110,138.75
371149,0,1,2340,2340.0
371851,1,2,2160,720.0
373373,1,0,348,348.0
376514,0,2,1562,781.0
381950,5,3,1350,168.75
385394,0,2,1768,884.0
386446,1,0,1502,1502.0
386455,1,2,1009,336.33
386552,0,1,1733,1733.0
392085,2,2,613,153.25
392516,0,2,1606,803.0
392538,2,2,817,204.25
392569,2,0,2280,1140.0
392881,0,1,1011,1011.0
392956,4,0,1956,489.0
392959,2,2,1426,356.5
392966,5,0,1737,347.4
394300,4,2,812,135.33
395236,3,4,1125,160.71
395237,0,2,323,161.5
395512,1,0,86,86.0
397225,0,1,1248,1248.0
397486,4,5,1653,183.67
400489,1,0,87,87.0
401529,0,3,2228,742.67
401922,2,0,776,388.0
405670,1,1,1064,532.0
405885,3,0,490,163.33
406040,12,5,1409,82.88
406625,10,5,2000,133.33
412366,1,2,385,128.33
412660,2,1,685,228.33
413565,0,1,1699,1699.0
416386,1,2,462,154.0
428563,1,0,323,323.0
430280,4,2,1883,313.83
432092,6,2,2185,273.12
433181,0,3,991,330.33
433584,1,0,542,542.0
433984,0,1,2109,2109.0
434433,7,3,2158,215.8
435772,5,6,1589,144.45
438961,1,0,1314,1314.0
439914,0,2,608,304.0
441986,1,1,932,466.0
442703,0,1,1458,1458.0
445126,2,3,1851,370.2
449151,1,1,468,234.0
457673,3,3,1915,319.17
457736,2,2,681,170.25
459128,3,2,744,148.8
459658,2,1,1608,536.0
459665,1,0,573,573.0
460651,0,1,1525,1525.0
460939,8,3,1962,178.36
461019,1,0,556,556.0
462823,3,2,1537,307.4
463618,2,4,1371,228.5
463665,0,1,594,594.0
464598,6,1,1320,188.57
465830,1,3,2297,574.25
467992,1,1,2107,1053.5
469211,2,2,1292,323.0
469822,2,6,978,122.25
470794,1,0,717,717.0
481834,0,1,1670,1670.0
486031,1,2,882,294.0
487474,3,3,1009,168.17
487843,5,2,1829,261.29
487969,5,1,380,63.33
488784,1,1,692,346.0
488996,0,1,515,515.0
490384,3,0,1178,392.67
490423,0,2,1041,520.5
495667,1,1,1609,804.5
496745,1,1,865,432.5
502670,5,3,1187,148.38
503871,2,0,2207,1103.5
503991,0,2,1139,569.5
504209,1,0,1784,1784.0
507486,4,0,2142,535.5
509022,1,1,2023,1011.5
520530,0,1,450,450.0
522784,9,5,1783,127.36
525704,0,2,1828,914.0
528833,2,1,933,311.0
530742,3,0,704,234.67
532937,1,0,2113,2113.0
535469,0,3,1296,432.0
535955,0,8,1440,180.0
538918,8,1,1482,164.67
538964,2,1,511,170.33
539134,3,1,1315,328.75
543727,0,1,1724,1724.0
543771,0,2,598,299.0
545538,0,1,504,504.0
546926,1,0,2138,2138.0
547985,1,0,606,606.0
550106,3,0,1255,418.33
550108,0,2,800,400.0
552955,2,0,215,107.5
554903,21,4,1472,58.88
555820,1,1,1002,501.0
562049,1,3,1080,270.0
564305,0,2,1498,749.0
566615,2,1,1725,575.0
568333,1,1,754,377.0
569598,1,4,1788,357.6
571607,1,3,1311,327.75
572265,10,1,1716,156.0
574671,1,2,1012,337.33
581672,1,0,112,112.0
583046,0,1,296,296.0
585949,1,0,1617,1617.0
585982,2,2,893,223.25
586853,0,2,949,474.5
588426,2,0,2160,1080.0
592975,0,2,1085,542.5
600041,0,3,769,256.33
602124,1,0,1997,1997.0
607226,1,0,451,451.0
607854,3,2,2073,414.6
613393,2,3,1837,367.4
614742,0,2,369,184.5
616631,0,2,1479,739.5
618341,1,0,1913,1913.0
624690,2,1,1581,527.0
625202,1,0,661,661.0
626913,7,3,1410,141.0
628366,4,5,1430,158.89
631927,0,1,141,141.0
633530,1,2,1145,381.67
633668,2,0,712,356.0
641537,1,1,580,290.0
651569,4,1,827,165.4
654991,3,3,646,107.67
660342,1,3,264,66.0
660860,1,0,1936,1936.0
666547,1,1,1042,521.0
668547,0,1,1083,1083.0
668951,2,1,823,274.33
674806,4,2,1314,219.0
676411,1,2,718,239.33
686965,0,1,460,460.0
698546,0,1,57,57.0
699442,1,0,694,694.0
707844,0,1,830,830.0
708072,2,1,1410,470.0
708678,1,0,736,736.0
724069,0,1,178,178.0
741292,2,1,359,119.67
748382,3,1,995,248.75
749552,1,4,1581,316.2
798929,2,1,833,277.67
813137,2,1,1088,362.67
827734,5,3,1671,208.88
836441,0,1,1350,1350.0
845654,4,2,1754,292.33
848509,2,2,2090,522.5
849520,6,5,1798,163.45
855308,0,1,422,422.0
883122,1,1,381,190.5
917375,1,0,811,811.0
926952,3,1,1842,460.5
934527,1,0,381,381.0
934878,1,1,529,264.5
948294,6,5,1819,165.36
961022,3,1,821,205.25
979766,1,0,47,47.0
982855,0,2,1747,873.5
1061282,5,0,669,133.8
1086619,1,0,491,491.0
7161,1,0,234,234.0
46580,7,5,1808,150.67
53418,1,0,1305,1305.0
55508,0,2,1038,519.0
58358,1,2,792,264.0
74842,2,2,1157,289.25
82350,0,1,1180,1180.0
82873,0,7,1558,222.57
84435,1,0,1198,1198.0
85906,0,1,1112,1112.0
88647,1,0,53,53.0
93604,4,0,1502,375.5
93707,2,3,1881,376.2
93740,5,0,1774,354.8
93827,4,1,624,124.8
93844,2,0,776,388.0
106405,0,3,1955,651.67
106872,2,4,1202,200.33
111455,2,6,2061,257.62
116088,4,2,1112,185.33
117432,1,1,108,54.0
117478,0,1,768,768.0
117674,2,4,1748,291.33
119037,2,3,1614,322.8
119211,3,5,1972,246.5
119277,1,1,956,478.0
119296,2,0,1414,707.0
120205,1,1,410,205.0
121686,1,0,142,142.0
124502,2,0,1660,830.0
125103,6,7,1799,138.38
127573,0,5,1983,396.6
132098,21,8,1648,56.83
133731,1,1,2070,1035.0
153084,3,1,790,197.5
159088,2,1,1244,414.67
159471,5,2,698,99.71
161056,1,6,2023,289.0
162434,0,1,1346,1346.0
167329,6,3,1232,136.89
168989,0,1,316,316.0
170986,1,2,1163,387.67
175722,0,1,475,475.0
185077,8,7,1638,109.2
187097,0,1,624,624.0
187492,3,5,1552,194.0
190289,0,1,812,812.0
191422,1,1,362,181.0
192169,0,1,1709,1709.0
192557,0,4,2070,517.5
192565,6,3,983,109.22
192635,1,1,1395,697.5
193004,0,2,1137,568.5
193033,14,6,1939,96.95
193082,2,5,1829,261.29
193859,1,0,833,833.0
193900,1,2,1423,474.33
195778,0,1,2070,2070.0
196231,0,1,818,818.0
196357,2,1,1980,660.0
196792,0,1,1921,1921.0
198008,1,2,394,131.33
202228,0,1,767,767.0
202591,0,2,934,467.0
203123,1,1,347,173.5
204047,3,2,1734,346.8
223967,1,1,947,473.5
225657,1,0,1801,1801.0
229006,2,5,995,142.14
232320,1,2,1656,552.0
232454,4,2,1594,265.67
239962,1,0,1621,1621.0
241307,2,2,1630,407.5
242086,15,1,924,57.75
242661,1,1,1496,748.0
243188,1,1,430,215.0
243714,3,4,1009,144.14
248999,2,3,1115,223.0
251302,2,1,1201,400.33
251303,3,4,1740,248.57
261504,1,3,814,203.5
270393,2,2,857,214.25
270541,13,2,1777,118.47
272278,1,3,1292,323.0
273669,2,1,720,240.0
274461,0,4,1607,401.75
278332,0,1,208,208.0
280575,1,1,1405,702.5
282349,0,2,1557,778.5
282660,1,5,1612,268.67
283497,4,1,888,177.6
284010,2,4,1377,229.5
284732,1,5,1308,218.0
287920,0,1,806,806.0
288340,5,1,1220,203.33
289835,7,3,1278,127.8
290587,0,2,1446,723.0
292534,1,0,1838,1838.0
293281,3,3,933,155.5
295060,1,0,432,432.0
295630,0,4,1700,425.0
296397,0,1,776,776.0
297583,2,2,1098,274.5
303219,1,1,1562,781.0
307183,0,1,622,622.0
307924,1,1,330,165.0
314288,2,0,215,107.5
314398,6,4,1767,176.7
318204,1,3,1167,291.75
324278,2,1,1158,386.0
326029,3,0,612,204.0
327251,2,2,1895,473.75
328784,1,0,1708,1708.0
329373,1,0,1214,1214.0
329517,2,0,268,134.0
331362,1,2,738,246.0
333647,13,3,1290,80.62
334207,1,0,670,670.0
334213,1,1,406,203.0
334999,0,1,394,394.0
335457,8,1,1238,137.56
335993,0,2,1926,963.0
338629,2,0,693,346.5
339314,7,1,1105,138.12
340322,1,2,812,270.67
340459,2,1,987,329.0
341317,2,0,171,85.5
342405,3,1,937,234.25
342967,0,1,40,40.0
343337,2,0,605,302.5
343959,1,1,848,424.0
344069,1,1,1698,849.0
344695,2,0,1673,836.5
346499,1,1,408,204.0
346853,1,4,1964,392.8
353892,1,0,131,131.0
353948,0,1,365,365.0
355369,0,1,907,907.0
355816,1,1,1980,990.0
357156,0,1,1854,1854.0
358504,8,5,1899,146.08
361575,0,1,395,395.0
368887,7,8,1692,112.8
369674,3,3,1288,214.67
369684,1,2,1708,569.33
370683,0,1,564,564.0
370789,1,2,1528,509.33
372712,1,1,1794,897.0
374954,0,1,1566,1566.0
384593,9,2,1252,113.82
387047,1,0,2070,2070.0
387106,2,0,146,73.0
388198,0,2,1624,812.0
388294,0,1,1729,1729.0
388409,1,0,995,995.0
391004,8,3,1267,115.18
391766,5,1,1017,169.5
391780,2,2,1285,321.25
393512,2,1,833,277.67
395522,5,3,1217,152.12
401578,1,4,589,117.8
402008,0,1,1007,1007.0
406640,2,1,1132,377.33
406973,1,3,1207,301.75
407098,0,1,721,721.0
409517,1,0,716,716.0
412932,7,1,592,74.0
413843,3,1,1179,294.75
420210,1,0,1076,1076.0
421637,0,1,1663,1663.0
424204,1,2,1385,461.67
429874,1,5,1117,186.17
434116,0,2,1436,718.0
442891,2,1,583,194.33
443710,0,5,2007,401.4
445939,15,10,1456,58.24
448258,1,1,1564,782.0
452477,2,1,973,324.33
453016,1,5,1812,302.0
453870,6,3,1788,198.67
454863,1,1,877,438.5
455661,8,1,891,99.0
467434,1,1,1262,631.0
469709,2,0,676,338.0
471055,5,3,1361,170.12
471890,1,2,1135,378.33
475413,0,1,357,357.0
484547,3,5,1595,199.38
487850,2,2,1299,324.75
496094,2,3,764,152.8
503160,6,3,1454,161.56
503482,2,0,1920,960.0
504215,2,0,247,123.5
507341,1,4,669,133.8
507345,0,1,481,481.0
512352,1,1,904,452.0
518505,1,3,1083,270.75
524285,0,1,722,722.0
526466,2,2,507,126.75
532776,1,1,277,138.5
533295,1,4,1072,214.4
536482,0,2,280,140.0
544148,1,0,465,465.0
545332,0,1,370,370.0
546213,2,0,1548,774.0
548348,2,0,431,215.5
550580,7,2,1143,127.0
552057,6,2,1494,186.75
562948,0,1,432,432.0
566723,7,10,1470,86.47
566931,5,3,1287,160.88
569031,0,1,284,284.0
569033,2,3,714,142.8
569366,4,2,1425,237.5
569383,1,0,1561,1561.0
569387,1,1,1058,529.0
569457,0,1,122,122.0
578392,5,3,1117,139.62
580195,11,4,1469,97.93
581357,3,1,1888,472.0
583699,2,0,250,125.0
584254,2,0,342,171.0
592534,0,1,1541,1541.0
596153,2,2,748,187.0
598577,9,11,1784,89.2
604320,1,1,687,343.5
604359,1,0,66,66.0
605268,1,0,292,292.0
606119,7,1,1239,154.88
608832,0,1,834,834.0
610608,0,2,373,186.5
616344,6,2,1523,190.38
627442,10,4,1627,116.21
629588,1,1,598,299.0
633454,2,1,551,183.67
645774,0,4,1081,270.25
649016,2,1,311,103.67
651269,3,1,1220,305.0
651735,0,1,1248,1248.0
656681,7,1,791,98.88
659813,1,1,1936,968.0
669380,0,2,1724,862.0
670882,7,4,1520,138.18
683812,0,1,183,183.0
684315,1,1,961,480.5
690799,1,0,1212,1212.0
691786,5,1,1315,219.17
691892,3,5,1040,130.0
692737,1,0,924,924.0
696164,0,1,1254,1254.0
701757,1,1,186,93.0
709726,12,3,1685,112.33
719694,1,1,286,143.0
720162,1,0,98,98.0
746910,9,8,1746,102.71
777005,1,1,297,148.5
787151,1,2,1165,388.33
789252,1,3,735,183.75
792380,1,0,1049,1049.0
796213,2,0,428,214.0
798043,2,3,1139,227.8
801734,0,1,253,253.0
804219,3,2,929,185.8
809498,1,0,622,622.0
816585,4,1,483,96.6
819215,0,1,241,241.0
822959,3,2,1703,340.6
830108,1,1,452,226.0
838236,1,1,54,27.0
846310,1,0,351,351.0
855015,1,0,641,641.0
894914,3,4,1440,205.71
900909,3,1,1431,357.75
923595,0,1,391,391.0
926694,0,1,1060,1060.0
931838,3,0,1613,537.67
939964,0,2,311,155.5
977464,0,1,428,428.0
1018259,4,0,365,91.25
1073997,1,0,24,24.0
